Name,Chosen Name,URL
노원순,노원순,https://korea.assembly.go.kr:447/cha/int.jsp
김영남,김영남,https://korea.assembly.go.kr:447/cha/int.jsp
김재철,김재철,https://korea.assembly.go.kr:447/cha/int.jsp
김철수,김철수,https://korea.assembly.go.kr:447/cha/int.jsp
김재원,김재원,https://korea.assembly.go.kr:447/cha/int.jsp
강동원,강동원,https://korea.assembly.go.kr:447/cha/int.jsp
김양금,김양금,https://korea.assembly.go.kr:447/cha/int.jsp
김병철,김병철,https://korea.assembly.go.kr:447/cha/int.jsp
이희숙,이희숙,https://korea.assembly.go.kr:447/cha/spro.jsp
이창호,이창호,https://korea.assembly.go.kr:447/cha/spro.jsp
이희철,이희철,https://korea.assembly.go.kr:447/cha/spro.jsp
위조우,위조우,https://korea.assembly.go.kr:447/cha/spro.jsp
최창희,최창희,https://korea.assembly.go.kr:447/cha/spro.jsp
김기홍,김기홍,https://korea.assembly.go.kr:447/cha/spro.jsp
김창호,김창호,https://korea.assembly.go.kr:447/cha/spro.jsp
윤철호,윤철호,https://korea.assembly.go.kr:447/cha/spro.jsp
윤철홍,윤철홍,https://korea.assembly.go.kr:447/cha/spro.jsp
이철희,이철희,https://korea.assembly.go.kr:447/cha/spro.jsp
장희숙,장희숙,https://korea.assembly.go.kr:447/cha/spro.jsp
이철호,이철호,https://korea.assembly.go.kr:447/cha/spro.jsp
이순신,이순신,https://korea.assembly.go.kr:447/cha/spro.jsp
B0%EC%9A%B0,BECABB AB,https://korea.assembly.go.kr:447/cha/spro.jsp
김희숙,김희숙,https://korea.assembly.go.kr:447/cha/spro.jsp
장창순,장창순,https://korea.assembly.go.kr:447/cha/spro.jsp
이정희,이정희,https://korea.assembly.go.kr:447/cha/spro.jsp
최철호,최철호,https://korea.assembly.go.kr:447/cha/spro.jsp
이철홍,이철홍,https://korea.assembly.go.kr:447/cha/spro.jsp
최희숙,최희숙,https://korea.assembly.go.kr:447/cha/spro.jsp
김철희,김철희,https://korea.assembly.go.kr:447/cha/spro.jsp
이정호,이정호,https://korea.assembly.go.kr:447/cha/spro.jsp
윤창희,윤창희,https://korea.assembly.go.kr:447/cha/spro.jsp
정보원,정보원,https://korea.assembly.go.kr:447/cha/spro.jsp
장철호,장철호,https://korea.assembly.go.kr:447/cha/spro.jsp
장창호,장창호,https://korea.assembly.go.kr:447/cha/spro.jsp
윤정호,윤정호,https://korea.assembly.go.kr:447/cha/spro.jsp
최창호,최창호,https://korea.assembly.go.kr:447/cha/spro.jsp
이창희,이창희,https://korea.assembly.go.kr:447/cha/spro.jsp
장기영,장기영,https://korea.assembly.go.kr:447/cha/spro.jsp
윤희숙,윤희숙,https://korea.assembly.go.kr:447/cha/spro.jsp
최철홍,최철홍,https://korea.assembly.go.kr:447/cha/spro.jsp
윤창호,윤창호,https://korea.assembly.go.kr:447/cha/spro.jsp
최영희,최영희,https://korea.assembly.go.kr:447/cha/spro.jsp
김정호,김정호,https://korea.assembly.go.kr:447/cha/spro.jsp
장철홍,장철홍,https://korea.assembly.go.kr:447/cha/spro.jsp
장재용,장재용,https://korea.assembly.go.kr:447/mem/mem_03.jsp
장영재,장영재,https://korea.assembly.go.kr:447/mem/mem_03.jsp
최영재,최영재,https://korea.assembly.go.kr:447/mem/mem_03.jsp
정호석,정호석,https://korea.assembly.go.kr:447/mem/mem_03.jsp
윤영재,윤영재,https://korea.assembly.go.kr:447/mem/mem_03.jsp
김영재,김영재,https://korea.assembly.go.kr:447/mem/mem_03.jsp
김재용,김재용,https://korea.assembly.go.kr:447/mem/mem_03.jsp
정재용,정재용,https://korea.assembly.go.kr:447/mem/mem_03.jsp
장길부,장길부,https://korea.assembly.go.kr:447/mem/mem_03.jsp
박길부,박길부,https://korea.assembly.go.kr:447/mem/mem_03.jsp
강길부,강길부,https://korea.assembly.go.kr:447/mem/mem_03.jsp
이영재,이영재,https://korea.assembly.go.kr:447/mem/mem_03.jsp
0100&par_sub_menu=100104&par_mem_seq=73,&par_sub_menu= &par_mem_seq= ,https://korea.assembly.go.kr:447/mem/mem_03.jsp
김길부,김길부,https://korea.assembly.go.kr:447/mem/mem_03.jsp
한길부,한길부,https://korea.assembly.go.kr:447/mem/mem_03.jsp
윤재용,윤재용,https://korea.assembly.go.kr:447/mem/mem_03.jsp
이길부,이길부,https://korea.assembly.go.kr:447/mem/mem_03.jsp
최길부,최길부,https://korea.assembly.go.kr:447/mem/mem_03.jsp
정영재,정영재,https://korea.assembly.go.kr:447/mem/mem_03.jsp
한영재,한영재,https://korea.assembly.go.kr:447/mem/mem_03.jsp
정길부,정길부,https://korea.assembly.go.kr:447/mem/mem_03.jsp
박영재,박영재,https://korea.assembly.go.kr:447/mem/mem_03.jsp
최재용,최재용,https://korea.assembly.go.kr:447/mem/mem_03.jsp
강재용,강재용,https://korea.assembly.go.kr:447/mem/mem_03.jsp
박재용,박재용,https://korea.assembly.go.kr:447/mem/mem_03.jsp
이재용,이재용,https://korea.assembly.go.kr:447/mem/mem_03.jsp
한재용,한재용,https://korea.assembly.go.kr:447/mem/mem_03.jsp
윤길부,윤길부,https://korea.assembly.go.kr:447/mem/mem_03.jsp
Park Chung-hee,Park Chung-hee,https://eng.scourt.go.kr/eng/supreme/chief.jsp
Roh Tae-woo,Roh Tae-woo,https://eng.scourt.go.kr/eng/supreme/chief.jsp
Park Won-soon,Park Won-soon,https://eng.scourt.go.kr/eng/supreme/chief.jsp
Kim Yong-chun,Kim Yong-chun,https://eng.scourt.go.kr/eng/supreme/chief.jsp
Lee Myung-bak,Lee Myung-bak,https://eng.scourt.go.kr/eng/supreme/chief.jsp
Park Geun-hye,Park Geun-hye,https://eng.scourt.go.kr/eng/supreme/chief.jsp
Chun Doo-hwan,Chun Doo-hwan,https://eng.scourt.go.kr/eng/supreme/chief.jsp
Park Jong-yeon,Park Jong-yeon,https://eng.scourt.go.kr/eng/supreme/justices.jsp
Park Young-choon,Park Young-choon,https://eng.scourt.go.kr/eng/supreme/justices.jsp
Park Hyeon-su,Park Hyeon-su,https://eng.scourt.go.kr/eng/supreme/justices.jsp
Park Ki-seong,Park Ki-seong,https://eng.scourt.go.kr/eng/supreme/justices.jsp
Park Sung-hee,Park Sung-hee,https://eng.scourt.go.kr/eng/supreme/justices.jsp
Park Yeon-seok,Park Yeon-seok,https://eng.scourt.go.kr/eng/supreme/justices.jsp
Park Woo-suk,Park Woo-suk,https://eng.scourt.go.kr/eng/supreme/justices.jsp
Park Kyung-suk,Park Kyung-suk,https://eng.scourt.go.kr/eng/supreme/justices.jsp
Park Sang-hwan,Park Sang-hwan,https://eng.scourt.go.kr/eng/supreme/justices.jsp
Park Sung-woo,Park Sung-woo,https://eng.scourt.go.kr/eng/supreme/justices.jsp
Park Jong-wook,Park Jong-wook,https://eng.scourt.go.kr/eng/supreme/justices.jsp
Park Nam-gyu,Park Nam-gyu,https://eng.scourt.go.kr/eng/supreme/justices.jsp
Park Chan-seok,Park Chan-seok,https://eng.scourt.go.kr/eng/supreme/justices.jsp
Park Jong-ho,Park Jong-ho,https://eng.scourt.go.kr/eng/supreme/justices.jsp
Park Jong-ryeol,Park Jong-ryeol,https://eng.scourt.go.kr/eng/supreme/justices.jsp
Park Sung-choon,Park Sung-choon,https://eng.scourt.go.kr/eng/supreme/justices.jsp
Park Jong-dae,Park Jong-dae,https://eng.scourt.go.kr/eng/supreme/justices.jsp
Park Byeong-cheol,Park Byeong-cheol,https://eng.scourt.go.kr/eng/supreme/justices.jsp
Park Han-chul,Park Han-chul,https://eng.scourt.go.kr/eng/supreme/justices.jsp
Amir Khan,Amir Khan,https://www.bok.or.kr/eng/main/contents.do?menuNo=400019
Abu Bakr al-Baghdadi,Abu Baghdadi,https://www.bok.or.kr/eng/main/contents.do?menuNo=400019
Amal Clooney,Amal Clooney,https://www.bok.or.kr/eng/main/contents.do?menuNo=400019
Ali Khamenei,Ali Khamenei,https://www.bok.or.kr/eng/main/contents.do?menuNo=400019
Adnan Pachachi,Adnan Pachachi,https://www.bok.or.kr/eng/main/contents.do?menuNo=400019
A.P.J. Abdul Kalam,A Kalam,https://www.bok.or.kr/eng/main/contents.do?menuNo=400019
Ahmad Jannati,Ahmad Jannati,https://www.bok.or.kr/eng/main/contents.do?menuNo=400019
Abdullah of Saudi Arabia,Abdullah Abdullah,https://www.bok.or.kr/eng/main/contents.do?menuNo=400019
Amina J. Mohammed,Amina Mohammed,https://www.bok.or.kr/eng/main/contents.do?menuNo=400019
Afaq Ahmad,Afaq Ahmad,https://www.bok.or.kr/eng/main/contents.do?menuNo=400019
Ali Akbar Hashemi Rafsanjani,Ali Rafsanjani,https://www.bok.or.kr/eng/main/contents.do?menuNo=400019
Abdullah of Pahang,Abdullah Abdullah,https://www.bok.or.kr/eng/main/contents.do?menuNo=400019
Angelina Jolie,Angelina Jolie,https://www.bok.or.kr/eng/main/contents.do?menuNo=400019
Allan Rock,Allan Rock,https://www.bok.or.kr/eng/main/contents.do?menuNo=400019
Ali Larayedh,Ali Larayedh,https://www.bok.or.kr/eng/main/contents.do?menuNo=400019
Amado Boudou,Amado Boudou,https://www.bok.or.kr/eng/main/contents.do?menuNo=400019
Anderson Cooper,Anderson Cooper,https://www.bok.or.kr/eng/main/contents.do?menuNo=400019
Ali Zidan,Ali Zidan,https://www.bok.or.kr/eng/main/contents.do?menuNo=400019
Anna Wintour,Anna Wintour,https://www.bok.or.kr/eng/main/contents.do?menuNo=400019
Abhisit Vejjajiva,Abhisit Vejjajiva,https://www.bok.or.kr/eng/main/contents.do?menuNo=400019
Name Unknown,Name Unknown,https://overseas.mofa.go.kr/un-en/wpge/m_4962/contents.do
Xi Jinping,Xi Jinping,https://overseas.mofa.go.kr/au-en/wpge/m_3301/contents.do
Kim Jong-un,Kim Jong-un,https://overseas.mofa.go.kr/au-en/wpge/m_3301/contents.do
Donald Trump,Donald Trump,https://overseas.mofa.go.kr/au-en/wpge/m_3301/contents.do
Hassan Rouhani,Hassan Rouhani,https://overseas.mofa.go.kr/au-en/wpge/m_3301/contents.do
Recep Tayyip Erdogan,Recep Erdogan,https://overseas.mofa.go.kr/au-en/wpge/m_3301/contents.do
Mohammed bin Salman,Mohammed Salman,https://overseas.mofa.go.kr/au-en/wpge/m_3301/contents.do
Hu Yaobang,Hu Yaobang,http://english.www.gov.cn/statecouncil/
Wang Hongwen,Wang Hongwen,http://english.www.gov.cn/statecouncil/
Wang Zhen,Wang Zhen,http://english.www.gov.cn/statecouncil/
Geng Biao,Geng Biao,http://english.www.gov.cn/statecouncil/
Mao Zedong,Mao Zedong,http://english.www.gov.cn/statecouncil/
Xiong Xianghui,Xiong Xianghui,http://english.www.gov.cn/statecouncil/
Hu Qiaomu,Hu Qiaomu,http://english.www.gov.cn/statecouncil/
Li Tieying,Li Tieying,http://english.www.gov.cn/statecouncil/
Wan Li,Wan Li,http://english.www.gov.cn/statecouncil/
Liu Xiaobo,Liu Xiaobo,http://english.www.gov.cn/statecouncil/
Wang Sheng,Wang Sheng,http://english.www.gov.cn/statecouncil/
Wu Bangguo,Wu Bangguo,http://english.www.gov.cn/statecouncil/
Li Ruihuan,Li Ruihuan,http://english.www.gov.cn/statecouncil/
Meng Xuenong,Meng Xuenong,http://english.www.gov.cn/statecouncil/
Yi Danxin,Yi Danxin,http://english.www.gov.cn/statecouncil/
Zhang Chunqiao,Zhang Chunqiao,http://english.www.gov.cn/statecouncil/
Nathan Shachar,Nathan Shachar,http://english.www.gov.cn/statecouncil/
Chen Changzhi,Chen Changzhi,http://english.www.gov.cn/statecouncil/
Li Xiannian,Li Xiannian,http://english.www.gov.cn/statecouncil/
Xu Guangchun,Xu Guangchun,http://english.www.gov.cn/statecouncil/
Zhong Nanshan,Zhong Nanshan,http://english.www.gov.cn/statecouncil/
Chi Haotian,Chi Haotian,http://english.www.gov.cn/statecouncil/
Qiao Shi,Qiao Shi,http://english.www.gov.cn/statecouncil/
Zhou Keliang,Zhou Keliang,http://english.www.gov.cn/statecouncil/
Liu Huaqing,Liu Huaqing,http://english.www.gov.cn/statecouncil/
Wang Enmao,Wang Enmao,http://english.www.gov.cn/statecouncil/
Xi Zhongxun,Xi Zhongxun,http://english.www.gov.cn/statecouncil/
Yu Guangyu,Yu Guangyu,http://english.www.gov.cn/statecouncil/
Chen Kuiyuan,Chen Kuiyuan,http://english.www.gov.cn/statecouncil/
Deng Xiaoping,Deng Xiaoping,http://english.www.gov.cn/statecouncil/
Zhou Enlai,Zhou Enlai,http://english.www.gov.cn/statecouncil/
Wang Fengchao,Wang Fengchao,http://english.www.gov.cn/statecouncil/
Chen Shaoji,Chen Shaoji,http://english.www.gov.cn/statecouncil/
Peng Zhen,Peng Zhen,http://english.www.gov.cn/statecouncil/
Zheng Bijian,Zheng Bijian,http://english.www.gov.cn/statecouncil/
Song Ping,Song Ping,http://english.www.gov.cn/statecouncil/
Xiao Yang,Xiao Yang,http://english.www.gov.cn/statecouncil/
Liu Binyan,Liu Binyan,http://english.www.gov.cn/statecouncil/
Zhou Yongkang,Zhou Yongkang,http://english.www.gov.cn/statecouncil/
Xu Xiangqian,Xu Xiangqian,http://english.www.gov.cn/statecouncil/
Wang Juntao,Wang Juntao,http://english.www.gov.cn/statecouncil/
/04/26/content_1811517_4.htm,contentfirstnamehtm Doe,http://english.www.gov.cn/statecouncil/
Ye Jianying,Ye Jianying,http://english.www.gov.cn/statecouncil/
Luo Gan,Luo Gan,http://english.www.gov.cn/statecouncil/
Zhao Ziyang,Zhao Ziyang,http://english.www.gov.cn/statecouncil/
Li Peng,Li Peng,http://english.www.gov.cn/statecouncil/
Huang Ju,Huang Ju,http://english.www.gov.cn/statecouncil/
Wang Dan,Wang Dan,http://english.www.gov.cn/statecouncil/
Chen Xitong,Chen Xitong,http://english.www.gov.cn/statecouncil/
Yang Shangkun,Yang Shangkun,http://english.www.gov.cn/statecouncil/
Li Changchun,Li Changchun,http://english.www.gov.cn/statecouncil/
Chen Liangyu,Chen Liangyu,http://english.www.gov.cn/statecouncil/
Cheng Kaijian,Cheng Kaijian,http://english.www.gov.cn/statecouncil/
Liu Shaoqi,Liu Shaoqi,http://english.www.gov.cn/statecouncil/
Han Zheng,Han Zheng,http://english.www.gov.cn/statecouncil/202008/12/content_WS5f334b75c6d029c1c26379c3.html
Zhao Leji,Zhao Leji,http://english.www.gov.cn/statecouncil/202008/12/content_WS5f334b75c6d029c1c26379c3.html
Wang Zhaoguo,Wang Zhaoguo,https://www.fmprc.gov.cn/mfa_eng/ziliao_665539/wjrw_665549/3607_665555/
Liu Yunshan,Liu Yunshan,https://www.fmprc.gov.cn/mfa_eng/ziliao_665539/wjrw_665549/3607_665555/
Gao Zhen,Gao Zhen,https://www.fmprc.gov.cn/mfa_eng/ziliao_665539/wjrw_665549/3607_665555/
Wen Shizhen,Wen Shizhen,https://www.fmprc.gov.cn/mfa_eng/ziliao_665539/wjrw_665549/3607_665555/
default.shtml,default.shtml,https://www.fmprc.gov.cn/mfa_eng/ziliao_665539/wjrw_665549/3607_665555/
Wu Yi,Wu Yi,https://www.fmprc.gov.cn/mfa_eng/ziliao_665539/wjrw_665549/3607_665555/
Wang Shengjun,Wang Shengjun,https://www.fmprc.gov.cn/mfa_eng/ziliao_665539/wjrw_665549/3607_665555/
Zhu Rongji,Zhu Rongji,https://www.fmprc.gov.cn/mfa_eng/ziliao_665539/wjrw_665549/3607_665555/
Hu Qili,Hu Qili,https://www.fmprc.gov.cn/mfa_eng/ziliao_665539/wjrw_665549/3607_665555/
Jia Qinglin,Jia Qinglin,https://www.fmprc.gov.cn/mfa_eng/ziliao_665539/wjrw_665549/3607_665555/
Zeng Qinghong,Zeng Qinghong,https://www.fmprc.gov.cn/mfa_eng/ziliao_665539/wjrw_665549/3607_665555/
Rao Geping,Rao Geping,https://www.fmprc.gov.cn/mfa_eng/ziliao_665539/wjrw_665549/3607_665555/
Wu Guanzheng,Wu Guanzheng,https://www.fmprc.gov.cn/mfa_eng/ziliao_665539/wjrw_665549/3607_665555/
Jia Ting'an,Jia Ting'an,https://www.fmprc.gov.cn/mfa_eng/ziliao_665539/wjrw_665549/3607_665555/
Sir Michael Hardie Boys,Michael Boys,https://www.govt.nz/organisations/governor-general/
The Rt Hon Sir George Fistonich,George Fistonich,https://www.govt.nz/organisations/governor-general/
Dame Patsy Reddy,Patsy Reddy,https://www.govt.nz/organisations/governor-general/
The Rt Hon Sir Paul Reeves,Paul Reeves,https://www.govt.nz/organisations/governor-general/
The Rt Hon Dame Sian Elias,Sian Elias,https://www.govt.nz/organisations/governor-general/
The Rt Hon Helen Clark,Helen Clark,https://www.govt.nz/organisations/governor-general/
Dame Silvia Cartwright,Silvia Cartwright,https://www.govt.nz/organisations/governor-general/
The Rt Hon Dame Catherine Tizard,Catherine Tizard,https://www.govt.nz/organisations/governor-general/
Rt Hon Sir David Gascoigne,CecilyWilloughbyDavid -PeesPees,https://www.govt.nz/organisations/governor-general/
The Rt Hon Sir Anand Satyanand,Anand GNZMQSOSatyanand,https://www.govt.nz/organisations/governor-general/
Hon Winston Peters,Winston Peters,https://www.parliament.nz/en/mps-and-electorates/members-of-parliament/
Hon David Parker,David Parker,https://www.parliament.nz/en/mps-and-electorates/members-of-parliament/
The Rt Hon Jacinda Ardern,Jacinda Ardern,https://www.parliament.nz/en/mps-and-electorates/members-of-parliament/
Hon Phil Twyford,Phil Twyford,https://www.parliament.nz/en/mps-and-electorates/members-of-parliament/
Hon Grant Robertson,Grant Robertson,https://www.parliament.nz/en/mps-and-electorates/members-of-parliament/
Hon Shane Jones,Shane Jones,https://www.parliament.nz/en/mps-and-electorates/members-of-parliament/
Hon Damien O'Connor,Damien O'Connor,https://www.parliament.nz/en/mps-and-electorates/members-of-parliament/
Hon Simon Bridges,Simon Bridges,https://www.parliament.nz/en/mps-and-electorates/members-of-parliament/
Hon Chris Hipkins,Chris Hipkins,https://www.parliament.nz/en/mps-and-electorates/members-of-parliament/
Hon Megan Woods,Megan Woods,https://www.parliament.nz/en/mps-and-electorates/members-of-parliament/
Hon Aupito William Sio,Aupito Sio,https://dpmc.govt.nz/cabinet/portfolios/prime-minister
Hon James Shaw,James Shaw,https://dpmc.govt.nz/cabinet/portfolios/prime-minister
Hon Willie Jackson,Willie Jackson,https://dpmc.govt.nz/cabinet/portfolios/prime-minister
Hon Carmel Sepuloni,Carmel Sepuloni,https://dpmc.govt.nz/cabinet/portfolios/prime-minister
Hon Meka Whaitiri,Meka Whaitiri,https://dpmc.govt.nz/cabinet/portfolios/prime-minister
Rt Hon Jacinda Ardern,Jacinda Ardern,https://dpmc.govt.nz/cabinet/portfolios/prime-minister
Hon Nanaia Mahuta,Nanaia Mahuta,https://dpmc.govt.nz/cabinet/portfolios/prime-minister
Hon Paula Bennett,Paula Bennett,https://dpmc.govt.nz/cabinet/portfolios/prime-minister
Hon David Clark,David Clark,https://dpmc.govt.nz/cabinet/portfolios/prime-minister
Hon Peeni Henare,Peeni Henare,https://dpmc.govt.nz/cabinet/portfolios/prime-minister
Hon Tracey Martin,Tracey Martin,https://dpmc.govt.nz/cabinet/portfolios/prime-minister
Hon Stuart Nash,Stuart Nash,https://dpmc.govt.nz/cabinet/portfolios/prime-minister
Rt Hon Winston Peters,Winston Peters,https://dpmc.govt.nz/cabinet/portfolios/prime-minister
Hon Iain Lees-Galloway,Iain Lees-Galloway,https://dpmc.govt.nz/cabinet/portfolios/prime-minister
Hon Andrew Little,Andrew Little,https://dpmc.govt.nz/cabinet/portfolios/prime-minister
Hon Kelvin Davis,Kelvin Davis,https://dpmc.govt.nz/cabinet/portfolios/prime-minister
Hon Marama Davidson,Marama Davidson,https://dpmc.govt.nz/cabinet/portfolios/prime-minister
Hon Eugenie Sage,Eugenie Sage,https://dpmc.govt.nz/cabinet/portfolios/prime-minister
Rt Hon Ratu Epeli Nailatikau,Epeli Nailatikau,https://dpmc.govt.nz/our-business-units/cabinet-office/ministers-and-their-portfolios/ministerial-list
Rt Hon Sir Peter Buck,nellPeter Buck,https://dpmc.govt.nz/our-business-units/cabinet-office/ministers-and-their-portfolios/ministerial-list
Rt Hon Te Kooti Arikirangi Te Turuki,Kooti Kooti,https://dpmc.govt.nz/our-business-units/cabinet-office/ministers-and-their-portfolios/ministerial-list
Rt Hon Ratu Josefa Iloilo,Josefa Iloilo,https://dpmc.govt.nz/our-business-units/cabinet-office/ministers-and-their-portfolios/ministerial-list
Rt Hon Ratu Sir Penaia Ganilau,Penaia Ganilau,https://dpmc.govt.nz/our-business-units/cabinet-office/ministers-and-their-portfolios/ministerial-list
Rt Hon Sir James Henare,James Henare,https://dpmc.govt.nz/our-business-units/cabinet-office/ministers-and-their-portfolios/ministerial-list
Rt Hon Sir Apirana Ngata,KBEApirana KBENgata,https://dpmc.govt.nz/our-business-units/cabinet-office/ministers-and-their-portfolios/ministerial-list
Rt Hon Ratu Sir Kamisese Mara,Kamisese Mara,https://dpmc.govt.nz/our-business-units/cabinet-office/ministers-and-their-portfolios/ministerial-list
Rt Hon Tuiatua Tupua Tamasese Efi,Tupua Tupua,https://dpmc.govt.nz/our-business-units/cabinet-office/ministers-and-their-portfolios/ministerial-list
Hon Poto Williams,Poto Williams,https://dpmc.govt.nz/our-business-units/cabinet-office/ministers-and-their-portfolios/ministerial-list
Rt Hon Tu Wyllie,Wyllie Wyillie,https://dpmc.govt.nz/our-business-units/cabinet-office/ministers-and-their-portfolios/ministerial-list
Rt Hon Te Puea Herangi,Puea Herangi,https://dpmc.govt.nz/our-business-units/cabinet-office/ministers-and-their-portfolios/ministerial-list
Rt Hon Sir Maui Pomare,Maui IIPomare,https://dpmc.govt.nz/our-business-units/cabinet-office/ministers-and-their-portfolios/ministerial-list
Rt Hon Sir Edmund Hillary,KGONZKBEEdmund Hillary,https://dpmc.govt.nz/our-business-units/cabinet-office/ministers-and-their-portfolios/ministerial-list
Rt Hon Dame Te Ataairangikaahu,TeAtaairangikaahu Ataairangikaahu,https://dpmc.govt.nz/our-business-units/cabinet-office/ministers-and-their-portfolios/ministerial-list
Hon Ron Mark,Ron Mark,https://dpmc.govt.nz/our-business-units/cabinet-office/ministers-and-their-portfolios/ministerial-list
Rt Hon Matiu Ratana,Matiu Ratana,https://dpmc.govt.nz/our-business-units/cabinet-office/ministers-and-their-portfolios/ministerial-list
Hon Jan Tinetti,Jan Tinetti,https://dpmc.govt.nz/our-business-units/cabinet-office/ministers-and-their-portfolios/ministerial-list
Rt Hon Ratu Sir Kamisese,MaraKamisese MaraMara,https://dpmc.govt.nz/our-business-units/cabinet-office/ministers-and-their-portfolios/ministerial-list
Rt Hon Tawhiao,Rt Tawhiao,https://dpmc.govt.nz/our-business-units/cabinet-office/ministers-and-their-portfolios/ministerial-list
Rt Hon Sir Pita Sharples,Pita KtSharples,https://dpmc.govt.nz/our-business-units/cabinet-office/ministers-and-their-portfolios/ministerial-list
Rt Hon Dame Tariana Turia,Tariana Turia,https://dpmc.govt.nz/our-business-units/cabinet-office/ministers-and-their-portfolios/ministerial-list
Rt Hon Sir Maori Te Ururoa Flavell,Maori Flavell,https://dpmc.govt.nz/our-business-units/cabinet-office/ministers-and-their-portfolios/ministerial-list
Hon Kieran McAnulty,Kieran McAnulty,https://dpmc.govt.nz/our-business-units/cabinet-office/ministers-and-their-portfolios/ministerial-list
Rt Hon Dame Whina Cooper,Whina Cooper,https://dpmc.govt.nz/our-business-units/cabinet-office/ministers-and-their-portfolios/ministerial-list
Helen Winkelmann,Helen Winkelmann,https://www.courtsofnz.govt.nz/the-courts/supreme-court/judges/
Robert Dobson,Robert Dobson,https://www.courtsofnz.govt.nz/the-courts/supreme-court/judges/
Ellen France,Ellen France,https://www.courtsofnz.govt.nz/the-courts/supreme-court/judges/
William Young,William Young,https://www.courtsofnz.govt.nz/the-courts/supreme-court/judges/
Stephen Kós,Stephen Kós,https://www.courtsofnz.govt.nz/the-courts/supreme-court/judges/
Dame Sian Elias,Sian Elias,https://www.courtsofnz.govt.nz/the-courts/supreme-court/judges/
Mark O'Regan,Mark O'Regan,https://www.courtsofnz.govt.nz/the-courts/supreme-court/judges/
Christine French,Christine French,https://www.courtsofnz.govt.nz/the-courts/court-of-appeal/judges/
Michael Courtney,Michael Courtney,https://www.courtsofnz.govt.nz/the-courts/court-of-appeal/judges/
Sir Ronald Young,Ronald Young,https://www.courtsofnz.govt.nz/the-courts/court-of-appeal/judges/
Rebecca Edwards,Rebecca Edwards,https://www.courtsofnz.govt.nz/the-courts/court-of-appeal/judges/
Sarah Katz,Sarah Katz,https://www.courtsofnz.govt.nz/the-courts/court-of-appeal/judges/
Douglas White,Douglas White,https://www.courtsofnz.govt.nz/the-courts/court-of-appeal/judges/
The Honourable Justice Stephen O'Driscoll,Stephen ODriscoll,https://www.courtsofnz.govt.nz/the-courts/high-court/judges/
The Honourable Justice Sarah Katz,Sarah Katz,https://www.courtsofnz.govt.nz/the-courts/high-court/judges/
The Honourable Justice Robert Dobson,Robert Dobson,https://www.courtsofnz.govt.nz/the-courts/high-court/judges/
The Honourable Justice David Gendall,Justice Gendall,https://www.courtsofnz.govt.nz/the-courts/high-court/judges/
The Honourable Justice Geoffrey Venning,Justice Venning,https://www.courtsofnz.govt.nz/the-courts/high-court/judges/
The Honourable Justice Jillian Mallon,Jillian Mallon,https://www.courtsofnz.govt.nz/the-courts/high-court/judges/
The Honourable Justice Christopher Doogue,Justice Doogue,https://www.courtsofnz.govt.nz/the-courts/high-court/judges/
The Honourable Justice John Wild,esJustice esWildes,https://www.courtsofnz.govt.nz/the-courts/high-court/judges/
The Honourable Justice Rebecca Edwards,Rebecca Edwards,https://www.courtsofnz.govt.nz/the-courts/high-court/judges/
The Honourable Justice Simon France,Justice France,https://www.courtsofnz.govt.nz/the-courts/high-court/judges/
Adrian Orr,Adrian Orr,https://www.rbnz.govt.nz/about-us/our-people/adrian-orr
John McDermott,John McDermott,https://www.rbnz.govt.nz/about-us/our-people/our-executive-leadership-team
2 Adrian Orr,Adrian Orr,https://www.rbnz.govt.nz/about-us/our-people/our-executive-leadership-team
8 John McDermott, John McDermott,https://www.rbnz.govt.nz/about-us/our-people/our-executive-leadership-team
7 Craig Ebert,Craig Ebert,https://www.rbnz.govt.nz/about-us/our-people/our-executive-leadership-team
0 Grant Spencer,Grant Spencer,https://www.rbnz.govt.nz/about-us/our-people/our-executive-leadership-team
1 Bernard Hodgetts,Bernard Hodgetts,https://www.rbnz.govt.nz/about-us/our-people/our-executive-leadership-team
Bernard Hodgetts,Bernard Hodgetts,https://www.rbnz.govt.nz/about-us/our-people/our-executive-leadership-team
Gabriel Makhlouf,Gabriel Makhlouf,https://www.rbnz.govt.nz/about-us/our-people/our-executive-leadership-team
Fiona Mackenzie,Fiona Mackenzie,https://www.rbnz.govt.nz/about-us/our-people/our-executive-leadership-team
Geoff Bascand,Geoff Bascand,https://www.rbnz.govt.nz/about-us/our-people/our-executive-leadership-team
Rod Carr,Rod Carr,https://www.rbnz.govt.nz/about-us/our-people/our-executive-leadership-team
Craig Ebert,Craig Ebert,https://www.rbnz.govt.nz/about-us/our-people/our-executive-leadership-team
Lindsay Tisch,Lindsay Tisch,https://www.rbnz.govt.nz/about-us/our-people/our-executive-leadership-team
Grant Spencer,Grant Spencer,https://www.rbnz.govt.nz/about-us/our-people/our-executive-leadership-team
1 Lindsay Tisch,Lindsay Tisch,https://www.rbnz.govt.nz/about-us/our-people/our-executive-leadership-team
Alan Bollard,Alan Bollard,https://www.rbnz.govt.nz/about-us/our-people/our-executive-leadership-team
2 Rod Carr,Rod Carr,https://www.rbnz.govt.nz/about-us/our-people/our-executive-leadership-team
9 Bernard Hodgetts,Bernard Hodgetts,https://www.rbnz.govt.nz/about-us/our-people/our-executive-leadership-team
